Instituição,Título,Data de Lançamento,Prazo,Link,Documentos,Documentos Relacionados
CAPES,"Edital nº 22/2026 - Programa Institucional de Doutorado Sanduíche no Exterior (PDSE)- formato, pdf, 150kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/sei_2849220_edital_n__22_2026.pdf/@@display-file/file,2,"Alteração Edital nº 22/2026 - Programa Institucional de Doutorado Sanduíche no Exterior (PDSE)- formato, pdf, 47,4kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/edital_2858430_sei_2857160_edital_22_2026___alteracao.pdf/@@display-file/file"
CAPES,"Edital nº 23/2026 - Programa de Desenvolvimento Acadêmico Indígena (PDAI), formato, pdf, 168kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/edital_2851776_sei_2851450_edital_n__23_2026.pdf/@@display-file/file,2,"Alteração Edital nº 23/2026 - Programa de Desenvolvimento Acadêmico Indígena (PDAI), formato, pdf, 102kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/edital_2872644_edital_conjunto_23_2026___alteracao.pdf/@@display-file/file"
CAPES,"Edital nº 23/2026 - Programa Nacional de Formação de Professores da Educação Básica (PARFOR), formato, pdf, 168kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/edital_2855421_sei_2854365_edital_n__23_2026.pdf/@@display-file/file,2,"Alteração Edital nº 23/2026 - Programa Nacional de Formação de Professores da Educação Básica (PARFOR), formato, pdf, 130kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/edital_2875930_edital_23_2026___alteracao.pdf/@@display-file/file"
CAPES,"Edital nº 25/2022 - Programa CAPES/CLIMAT-AMSUD, formato - pdf, 353kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/04052022_Edital_1698011_SEI_CAPES___1696119___Edital_25.pdf/@@display-file/file,3,"Alteração do edital nº 25/2022 - Programa CAPES/CLIMAT-AMSUD, formato - pdf, 67kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/19062024_Edital_2400217_SEI_2399433_Edital_25_2022___ALTERACAO_I.pdf/@@display-file/file ; Relação das inscrições do Edital nº 25/2022 - Programa CAPES/CLIMAT-AMSUD, formato - pdf, 353kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/resultados-dos-editais/06062022_Lista_Listagem_1727108_Climat.pdf/@@display-file/file"
CAPES,"Edital nº 26/2024 - Programa Institucional de Doutorado Sanduíche no Exterior (PDSE) - Retificação - formato, pdf, 48kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/14102024_Edital_2477735_SEI_2477608_Edital_N__26_2024.pdf/@@display-file/file,3,"Alteração do Edital nº 26/2024 - Programa Institucional de Doutorado Sanduíche no Exterior (PDSE), formato, pdf, 51kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/13032025_Edital_2560841_SEI_2559847_Edital_26_2024___ALTERACAO.pdf/@@display-file/file ; Edital nº 26/2024 - Programa Institucional de Doutorado Sanduíche no Exterior (PDSE)- formato, pdf, 135kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/08102024_Edital_2474014_SEI_2472849_Edital_26_2024.pdf/@@display-file/file"
CAPES,"Edital nº 27/2024 - Programa de Desenvolvimento Profissional para Professores de Língua Inglesa nos EUA - PDPI - pdf, 157kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/05112024_Edital_2490387_SEI_2489251_Edital_27_2024.pdf/@@display-file/file,2,"Alteração do Edital 27/2024 - Programa de Desenvolvimento Profissional para Professores de Língua Inglesa no EUA - PDPI - formato, pdf, 52kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/02122024_Edital_2505290_SEI_2504109_Edital_27_2024__.pdf/@@display-file/file"
CAPES,"Edital nº 30/2019 - Programa de Desenvolvimento Profissional para Professores de Língua Inglesa nos EUA - PDPI - pdf, 110kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/14022020_Edital_1145537_Edital_SITE.pdf/@@display-file/file,3,"Reabertura e alteração do Edital nº 30/2019 - Programa de Desenvolvimento Profissional para Professores de Língua Inglesa nos EUA - PDPI - pdf, 222kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/28042022_Edital_1691552_SEI_CAPES___1685746___Edital_30_2019.pdf/@@display-file/file ; Suspensão do Edital nº 30/2019 - Programa de Desenvolvimento Profissional para Professores de Língua Inglesa nos EUA - PDPI - pdf, 111kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/Edital_1326070_Edital_Suspensao_site.pdf/@@display-file/file"
CAPES,"Edital nº 30/2023 - PDSE - formato, pdf, 125kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/06112023_Edital_2263037_SEI_2261948_Edital_30_2023.pdf/@@display-file/file,3,"Prorrogação do Edital nº 30/2023 - PDSE - formato, pdf, 136kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/11012024_Edital_2306448_SEI_CAPES___2305414___Edital_30_2023___Prorrogacao.pdf/@@display-file/file ; Alteração do Edital nº 30/2023 - PDSE - formato, pdf, 51kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/18122023_Edital_2293491_SEI_2293429_Edital_30_2023_Alteracao.pdf/@@display-file/file"
CAPES,"Edital Nº 32/2022 - CAPES/Cofecub, formato, pdf, 225kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/29062022_EDITAL32_2022_COFECUB.pdf/@@display-file/file,3,"Alteração do Edital Nº 32/2022 - CAPES/Cofecub, formato, pdf, 68kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/19062024_Edital_2400143_SEI_2399437_Edital_32_2022___ALTERACAO_III.pdf/@@display-file/file ; Relação de inscritos do Edital Nº 32/2022 - CAPES/Cofecub, formato, pdf, 65kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/resultados-dos-editais/25082022_Lista_Listagem_1783309_EDITAL_32_2022___CAPES_COFECUB_Relacao_de_Inscricoes.pdf/@@display-file/file"
CAPES,"Edital nº 32/2023 - Programa de Desenvolvimento Profissional para Professores de Língua Inglesa nos EUA - PDPI - pdf, 139kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/16112023_Edital_2271416_SEI_2268914_Edital_32_2023.pdf/@@display-file/file,2,"Alteração do Edital nº 32/2023 - Programa de Desenvolvimento Profissional para Professores de Língua Inglesa nos EUA - PDPI - pdf, 57kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/09022024_SEI_2321458_Edital_N__32_2023___ALTERACAOPDPI.pdf/@@display-file/file"
CAPES,"Edital nº 35/2011 - Certificação em Língua Inglesa - pdf, 615kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/Edital_035_CertificacaoEUAprofLingIngl_Fulbright.pdf/@@display-file/file,1,
CAPES,"Edital nº 4/2019 - Programa de Desenvolvimento Profissional para Professores de Língua Inglesa nos EUA - PDPI - pdf, 270kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/08022019Edital4.pdf/@@display-file/file,1,
CAPES,"Edital nº 44/2012 - Programa de Aperfeiçoamento para Professores de Língua Inglesa nos Eua, pdf, 272kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/Edital_0442012_ProfLingIngl_EUA.pdf/@@display-file/file,3,"Edital nº 44/2012 - Retificado - pdf, 528kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/Edital_0442012_ProfLIngRetif.pdf/@@display-file/file ; Retificação do Edital nº 44/2012 - pdf, 46kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/RetificacaoEdital442012_ProfLingInglEUA_01out12.pdf/@@display-file/file"
CAPES,"Edital nº 44/2022 - PDSE - formato, pdf, 337kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/22122022_Edital_1882688_Edital_44_2022.pdf/@@display-file/file,2,"Alteração do Edital nº 44/2022 - PDSE - formato, pdf, 146kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/23052023_Edital_1981709_Edital_44_2023.pdf/@@display-file/file"
CAPES,"Edital nº 52/2010 - Certificação em Língua Inglesa, pdf, 60kbDF",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/Edital_52_Certificacao_LinguaInglesa2010.pdf/@@display-file/file,1,
CAPES,"Edital Nº09/2026 - Programa CAPES/BRAFITEC, formato, pdf, 209kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/Edital_2800035_SEI_2799041_Edital_9__de_2026.pdf,2,"Edital n° 9/2026 - Lista de Inscritos, formato, pdf, 398kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/lista_listagem_2864548_sei_2863010_edital_minuta__.pdf/@@display-file/file"
CAPES,"Lista de inscritos do Edital Conjunto nº 01/2024 - Programa Caminhos Amefricanos, formato, pdf, 407kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/15052024_Lista_Listagem_2374115_Inscritos_MIR.pdf/@@display-file/file,2,"Alteração do Edital Conjunto nº 01/2024 - Programa Caminhos Amefricanos, formato, pdf, 63kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/29042024_Edital_2368101_SEI_2365347_Edital_Conjunto_n__1_CAPES_MIR.pdf/@@display-file/file"
CAPES,"Lista de inscritos do Edital nº 05/2024 - Programa CAPES/CLIMAT-AMSUD, formato - pdf, 46kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/resultados-dos-editais/10062024_Lista_Listagem_2390159_Lista_de_Inscritos_3.pdf/@@display-file/file,1,
CAPES,"Lista de inscritos doEdital nº 8/202 - CAPES/COFECUB, formato, pdf, 581kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/resultados-dos-editais/14062023_Lista_Listagem_1990268_Inscricoes_cofecub_2023.pdf/@@display-file/file,1,
CAPES,"Lista de inscrições - Edital nº 19/2020 - Programa Doutorado-sanduíche no Exterior (PDSE) - formato, pdf, 393kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/Lista_de_Inscricoes_Homologadas_PDSE___2020_REVISADA.pdf/@@display-file/file,4,"Lista de candidaturas - Edital nº 19/2020 - Programa Doutorado-sanduíche no Exterior (PDSE) - formato, pdf, 417kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/documentos/diretoria-de-relacoes-internacionais/pdse/Lista_Listagem_1439062_Lista_de_Inscricoes_Homologadas_PDSE___2020.pdf/@@display-file/file ; Retificação do Edital nº 19/2020 - Programa Doutorado-sanduíche no Exterior (PDSE) - formato, pdf, 244kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/EDITAL192020_PDSERETIFICAO.pdf/@@display-file/file ; Edital nº 19/2020 - Programa Doutorado-sanduíche no Exterior (PDSE)- formato, pdf, 236kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/09102020_edital-19-pdse.pdf/@@display-file/file"
CAPES,"Lista de inscrições do Edital nº 17/2025 - Primeira chamada Programa Institucional de Doutorado Sanduíche no Exterior (PDSE) - formato, pdf, 8,8mb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/resultados-dos-editais/29102025_Lista_Listagem_2708089_PDSE.pdf/@@display-file/file,4,"Lista de inscrições do Edital nº 17/2025 - Segunda chamada Programa Institucional de Doutorado Sanduíche no Exterior (PDSE) - formato, pdf, 1,4mb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/resultados-dos-editais/27042026_Lista_Listagem_2808119_Lista_de_inscricoes_homologadas_do_Edital_172025___PDSE___segunda_chamada___formato_pdf__2_.pdf/@@display-file/file ; Alteração do Edital nº 17/2025 - Programa Institucional de Doutorado Sanduíche no Exterior (PDSE), formato, pdf, 52kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/08102025_Edital_2696973_SEI_2695934_Edital_17_2025__.pdf/@@display-file/file ; Edital nº 17/2025 - Programa Institucional de Doutorado Sanduíche no Exterior (PDSE)- formato, pdf, 142kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/21082025_Edital_2662823_SEI_2661209_Edital_n__17_2025.pdf/@@display-file/file"
CAPES,"Lista de instituições e cursos pré-aprovados para a 3ª fase do Edital nº 08/2022 - Parfor - formato, pdf, 715kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/resultados-dos-editais/06052022_Relacao_1700579_LISTA_DE_IES_E_CURSOS_APROVADOS_PARA_A_3__ETAPA_DO_EDITAL_CAPES_N__08.pdf/@@display-file/file,4,"Alteraçãodo Edital nº 08/2022 - Parfor - formato, xls, 119kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/20122022_Edital_1880841_Edital_8_2022___PARFOR.pdf/@@display-file/file ; Alteração do Edital nº 08/2022 - Parfor - formato, pdf, 128kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/09062022_Edital_1729649_EDITAL___8_2022.pdf/@@display-file/file ; Edital nº 08/2022 - Parfor - formato, pdf, 203kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/07022022_Edital_1629612_SEI_CAPES___1628279___Edital_8.pdf/@@display-file/file"
CAPES,"Lista e inscritos do Edital nº 34/2023 - Programa Caminhos Amefricanos, formato, pdf, 520kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/resultados-dos-editais/20022024_Lista_Listagem_2324280_SEI_2323841_Inscritos_MIR.pdf/@@display-file/file,4,"Alteração do Edital nº 34/2023 - Programa Caminhos Amefricanos, formato, pdf, 54kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/12062024_Edital_2395239_SEI_2389783_Edital_34_2023.pdf/@@display-file/file ; Prorrogação do Edital nº 34/2023 - Programa Caminhos Amefricanos, formato, pdf, 54kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/28122023_Edital_2301024_SEI_2300438_Edital_Conjunto_n__34_2023_Prorrogacao.pdf/@@display-file/file ; Edital nº 34/2023 - Programa Caminhos Amefricanos, formato, pdf, 129kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/04122024_Edital_2282364_SEI_2279471_Edital_Conjunto_n__34_2023.pdf/@@display-file/file"
CAPES,"Lista final de inscritos no Edital n° 33/2022 - Brafitec, formato, pdf, 372kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/22092022_Lista_Listagem_1808291_Lista_inscritos_Brafitec_Edital_33_22.pdf/@@display-file/file,3,"Alteração do Edital n° 33/2022 - Brafitec, formato, pdf, 193kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/23022023_Edital_1920292_Edital_33_22.pdf/@@display-file/file ; Edital n° 33/2022 - Brafitec, formato, pdf, 428kb | https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/29062022_EDITAL33_2022_BRAFITEC.pdf/@@display-file/file"
CAPES,"Prorrogação do Edital nº 01/2024 - Programa Caminhos Amefricanos, formato, pdf, 69kb",,,https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/30082024_Edital_2450719_SEI_2446271_Edital_Conjunto_1_2024.pdf/@@display-file/file,1,
SETEC,"Chamada (documento Nº 6991254) para seleção de unidades da Rede Federal de Educação Profissional e Tecnológica e das redes públicas estaduais de Educação Profissional e Tecnológica, interessadas em receber apoio técnico para a implementação de programas de aprendizagem profissional articulados a cursos técnicos ou de qualificação profissional com componentes curriculares relacionados à sustentabilidade",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais/2026/SEI_6991254_chamada.pdf,1,
SETEC,"Chamada Pública com o objetivo de identificar, avaliar, cadastrar e disponibilizar metodologias, ferramentas e estudos sobre o mapeamento de demandas por Educação Profissional Técnica de Nível Médio, visando aprimorar a definição de ofertas de Educação Profissional Técnica de Nível Médio, no âmbito do Programa Juros por Educação.",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais/2025/SEI_6268868_Resultado_de_Edital.pdf,1,
SETEC,"Chamada Pública de Adesão das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica (RFEPCT), com objetivo de capacitação técnica para submissão de propostas em futuros editais de unidades Embrapii.",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/edital-2025/SEI_MEC5650163ResultadodeEdital_.pdf,1,
SETEC,Chamada Pública de Adesão à linha de fomento Qualifica Mais EnergIFE,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/editais-2022/chamadapublica.pdf,1,
SETEC,"Chamada Pública nº 01/2017 - Trata-se de chamada pública para seleção de servidores da Rede Federal de Educação Profissional, Científica e Tecnológica (RFEPCT) para capacitação em Gestão da Inovação.",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2017/extrato_chamada_dou_cp_01_2017.pdf,1,
SETEC,"Chamada Pública nº 01/2018 - Trata-se da chamada pública para seleção de propostas e servidores da Rede Federal de Educação Profissional, Científica e Tecnológica (RFEPCT) em efetivo exercício, para participarem da capacitação em Gestão da Inovação (GI - CSIRO).",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2018/20181030Edital012018ChamadaPblicaGICSIRO.pdf,1,
SETEC,Chamada Pública nº 02/2017 - Trata-se de chamada pública para concurso sobre educação profissional da Secretaria de Educação Profissional e Tecnológica (Setec/MEC) em parceria com a Comunidade dos Países de Língua Portuguesa (CPLP).,,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2017/edital_concurso_cplp_2017.pdf,1,
SETEC,"Chamada Pública nº 02/2018 - Trata-se da chamada pública para seleção de servidores da Rede Federal de Educação Profissional, Científica e Tecnológica (RFEPCT) para a capacitação Brasileiros Formando Formadores (BraFF).",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2018/Edital_02_2018_BRAFF.pdf,1,
SETEC,"Chamada Pública nº 38/2018 - Trata do processo de seleção de propostas para credenciamento de instituições da Rede Federal, Faculdades de Tecnologia do Estado de São Paulo (Fatecs) e do Instituto Tecnológico de Aeronáutica (ITA) para atuação como Núcleo de Línguas (NucLi-IsF) no âmbito do Programa Idiomas sem Fronteiras (IsF).",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2018/Editaln382018ChamadaPblicaparacredenciamentodeinstituiesdaRFEPCTdasFatecsedoITA.pdf,1,
SETEC,"Chamada Pública nº 79/2016 - Trata-se de chamada pública para apresentação de propostas por instituição de educação profissional e tecnológica para a oferta de cursos de formação inicial e continuada ou de qualificação profissional e cursos técnicos de nível médio, presenciais ou à distância, sem transferência de recursos, no âmbito do PRONATEC, denominada “PROPOSTAS VOLUNTÁRIAS - PRONATEC”",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2016/extrato_edital_79_2016_setec.pdf,1,
SETEC,"Chamada Pública que estabelece os procedimentos para a autorização de oferta de cursos técnicos de nível médio por Instituições Privadas de Ensino Superior (IPES) para fins de habilitação ao Programa Juros por Educação, no âmbito do Programa de Pleno Pagamento de Dívidas dos Estados (Propag).",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/FAQEdital6.2025.pdf,1,
SETEC,"Chamamento Público para credenciamento de profissionais no Banco de Especialistas para atuar no Projeto Assistec Inova, junto ao Ministério da Educação, no âmbito da Secretaria de Educação Profissional e Tecnológica.",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/SEI_23000.035944_2024_89.pdf,1,
SETEC,"Edital 1/2026 - Chamada Pública de Adesão dos Institutos Federais de Educação, Ciência e Tecnologia, do Centro Federal de Educação Tecnológica Celso Suckow da Fonseca, do Centro Federal de Educação Tecnológica de Minas Gerais e do Colégio Pedro II, com objetivo de capacitação técnica para submissão de propostas em futuros editais de Unidades Embrapii.",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais/2025/edital12026.pdf,1,
SETEC,Edital 84/2021 - Seleção de Projetos para desenvolvimento dos Ambientes de Promotores de Inovação na Rede Federal,,,https://www.gov.br/mec/pt-br/media/editais/2022/ResultadoetapaI.pdf,1,
SETEC,"Edital nº 01/2017 - APRESENTAÇÃO DE PROPOSTAS PARA A OFERTA DE VAGAS GRATUITAS EM CURSOS TÉCNICOS NA FORMA CONCOMITANTE, NO ÂMBITO DO PRONATEC/MEDIOTEC – 2º/2017 - A Secretária de Educação Profissional e Tecnológica do Ministério da Educação, no uso da atribuição que lhe confere o art. 13, Anexo I, do Decreto n° 7.690, de 02 de março de 2012, e considerando o disposto na Lei nº 12.513, de 26 de outubro de 2011, a Portaria nº 817, de 13 de agosto de 2015, a Portaria nº160, de 05 de março de 2013, alterada pela Portaria nº 701, de 13 de agosto de 2014, TORNA PÚBLICO os procedimentos e o cronograma para a apresentação de propostas visando a oferta de vagas gratuitas em cursos técnicos na forma concomitante e na modalidade presencial, no âmbito do Programa Nacional de Acesso ao Ensino Técnico e Emprego - PRONATEC, por meio da ação MEDIOTEC, para ingresso no segundo semestre de 2017.",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2017/edital_01_mediotec_2017.pdf,1,
SETEC,"Edital nº 08/2024 - Chamamento Público visando à seleção de autores(as) para elaboração de capítulos de obra a ser publicada cuja temática central é a gestão de Núcleos de Inovação Tecnológica (NITs) e/ou de Agências de Inovação da Rede Federal de Educação Profissional, Científica e Tecnológica (RFEPCT) Divulgação das Inscrições Homologadas",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/436.SEI_MEC5030251Edital.pdf,1,
SETEC,"Edital nº 1/2023 - Seleção de proposta de selo comemorativo, em alusão aos 15 anos dos Institutos Federais.",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/edital-2023/SEI_MEC4094376Edital.pdf,1,
SETEC,Edital nº 100/2022 - Chamamento Público para a seleção de propostas para o Desafio Soutec,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/secretarias/secretaria-de-educacao-profissional/editais-2022/SEI_MEC3570188Edital.pdf,1,
SETEC,"Edital nº 109/2022 - Chamamento Público - Seleção de projetos voltados à promoção do empreendedorismo inovador, com foco na Economia 4.0, associados ao ensino, à pesquisa e à extensão, destinado às instituições integrantes da Rede Federal de Educação Profissional, Científica e Tecnológica",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/editais-2022/Edital109.pdf,1,
SETEC,Edital nº 11/2024 - Chamamento Público para a seleção de projetos aptos a integrarem a 4ª Semana Nacional de Educação Profissional e Tecnológica Retificação do,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-2024-1/Edital_11.pdf,1,
SETEC,Edital nº 15/2023 - Chamada Pública para o Workshop para elaboração de Itinerários Formativos em economia circular na Educação Profissional e Tecnológica,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/editais-2022/SEI_MEC3884064Edital.pdf,1,
SETEC,"Edital nº 2/2020 - IFES, de chamada pública para a seleção de projetos voltados à implementação das Oficinas 4.0, aberto às autarquias da Rede Federal.",,,https://www.ifes.edu.br/chamadas-publicas/19329-chamada-publica-2-2020-apoio-a-implementacao-de-oficinas-4-0,1,
SETEC,Edital nº 20/2021 – Seleção de servidores para atuação em Projetos de Colaboração Técnica junto ao Ministério da Educação.,,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/SEI_MEC2573324Edital.pdf,1,
SETEC,"Edital nº 25/2023 - Chamada Pública destinada a selecionar equipes da Rede Federal de Educação Profissional, Científica e Tecnológica (EPCT) para participação no projeto de formação em criatividade, inovação e prototipagem do mercosul (Hackathon Mercosul). Retificação do Edital",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/SEI_MEC3913111Edital.pdf,1,
SETEC,Edital nº 26 versão consolidada,,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/edital-2023/SEI_MEC3980995Documento.pdf,1,
SETEC,Edital nº 3/2021 – Chamada Pública para seleção de projetos de iniciação tecnológica com foco na Economia 4.0. Acesse o edital .,,,https://www.ifes.edu.br/chamadas-publicas/19351-chamada-publica-3-2020-projetos-iniciacao-tecnologica-economia-4-0,1,
SETEC,"Edital nº 35/2020 - Chamada Pública - que tem como objetivo selecionar projetos voltados à criação de Laboratórios IFMaker junto aos Institutos Federais de Educação, Ciência e Tecnologia; Centros Federais de Educação Tecnológica Celso Suckow da Fonseca – Cefet-RJ e de Minas Gerais – Cefet-MG e o Colégio Pedro II, conforme especificado no Despacho SEI nº 2064854",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2020/SEI_MEC_2064339_Edital_Chamada_Publica.pdf,2,"Retificação Edital nº 35/2020 - Chamada Pública - Seleção de projetos voltados à criação de Laboratórios Maker junto à Rede Federal de Educação Profissional, Científica e Tecnológica Retificação de Cronograma ​do | https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais-1/editais-2022/AlteraodecronogramaRedeMakeredital35.pdf"
SETEC,"Edital nº 46, de 20 de julho de 2020, que torna público edital para adesão de estados e Distrito Federal à oferta de Curso de Especialização Lato Sensu em Docência para a Educação Profissional e Tecnológica (DocentEPT) aos professores da rede pública estadual e distrital que atuam na oferta de cursos de Educação Profissional e Tecnológica",,,https://www.gov.br/mec/pt-br/media/seb-1/pdf/editais/2020/Editaldeadeso_DOU.pdf,1,
SETEC,Edital nº 47/2022 - Chamada Pública para oferta de cursos da Plataforma Aprenda Mais,,,https://www.gov.br/mec/pt-br/media/editais/2022/Editaln47.pdf,1,
SETEC,Edital nº 48/2022 - Procedimentos para autorização da oferta de cursos técnicos de nível médio por Instituições Privadas de Ensino Superior – Anexos do,,,https://www.gov.br/mec/pt-br/media/editais/2022/Editaln48.pdf,1,
SETEC,"Edital nº 5 /2026 - Seleção de propostas de projetos de extensão voltados ao Acesso, à Permanência e ao Êxito no âmbito da Rede Federal de Educação Profissional, Científica e Tecnológica (RFEPCT).",,,https://www.gov.br/mec/pt-br/acesso-a-informacao/institucional/estrutura-organizacional/orgaos-especificos-singulares/secretaria-de-educacao-profissional/editais/2026/sei_7012727_edital_5.pdf,1,
SETEC,Edital nº 5/2020 – Chamada para seleção de projetos de apoio ao empreendedorismo inovador com foco na Economia 4.0. Acesse o edital .,,,https://www.ifes.edu.br/chamadas-publicas/19384-chamada-publica-05-2020-selecao-de-projetos-de-apoio-ao-empreendedorismo-inovador-com-foco-na-economia-4-0,1,
SETEC,Edital nº 5/2021 – IF Mais Empreendedor Nacional : Adesão ao Programa IF Mais Empreendedor Nacional,,,https://www.gov.br/mec/pt-br/media/editais/2021/Edital05.2021IFEMPREENDEDORNACIONAL.pdf,1,
